Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,6,A,I,2023,1.0,Robótica y TICS,87,89,80,90.0,86.5
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,6,A,I,2023,1.0,Inteligencia emocional e Integralidad,93,86,95,95.0,91.5
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,3.0,Ciencias Naturales,76,78,90,90.0,80.8
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,4.0,Ciencias Sociales,91,93,95,95.0,92.8
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,6.0,Matemáticas,83,91,88,90.0,87.1
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,3.0,Lengua Castellana,88,88,90,90.0,88.6
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,4.0,Inglés,87,87,89,90.0,87.7
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,2.0,Innovación y Emprendimiento,88,89,90,94.0,89.30000000000001
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,96,96,100,100.0,97.2
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,3.0,Educación Física,87,87,85,88.0,86.7
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,2.0,Lectura Crítica,86,86,90,90.0,87.2
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,1.0,Artes,90,87,92,90.0,89.5
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,1.0,Robótica y TICS,98,98,100,90.0,97.6
Girardot,29aeed4e53fc5fb45ae5264f11901f990d143444f5a0dbf7c9060b7fb3a17d45,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,93,93,100,100.0,95.1
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,3.0,Ciencias Naturales,76,75,90,88.0,79.7
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,4.0,Ciencias Sociales,84,84,85,92.0,85.0
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,6.0,Matemáticas,90,91,90,90.0,90.3
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,3.0,Lengua Castellana,82,78,85,90.0,82.2
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,4.0,Inglés,88,87,90,90.0,88.3
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,2.0,Innovación y Emprendimiento,89,90,90,90.0,89.6
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,86,84,68,79.0,81.1
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,3.0,Educación Física,86,86,90,90.0,87.2
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,2.0,Lectura Crítica,89,90,90,90.0,89.6
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,1.0,Artes,88,88,88,90.0,88.2
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,1.0,Robótica y TICS,82,89,85,90.0,85.5
Girardot,bfd3d2a96f9b3f21b857f494342be2a48fd1a8064a77d7d1e3a1d7c785ec9f22,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,87,82,80,90.0,84.4
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,4.0,Ciencias Naturales,76,78,79,79.0,77.5
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,3.0,Ciencias Sociales,87,87,90,95.0,88.4
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,5.0,Matemáticas,93,96,95,95.0,94.5
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,3.0,Lengua Castellana,81,81,85,85.0,82.2
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,2.0,Lectura Crítica,82,82,83,83.0,82.3
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,4.0,English,74,72,80,84.0,75.60000000000001
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,3.0,Educación Física,91,91,90,92.0,90.9
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,1.0,Creatividad e innovación,91,89,88,90.0,89.69999999999999
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,80,78,91,95.0,83.1
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,1.0,Artes,92,92,92,94.0,92.20000000000002
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,1.0,Tecnologías Informáticas,85,87,100,85.0,88.6
Girardot,f81589509989c8635e4b15e0693b376c1cac75a07fb85c61a79ee81690cfb9b7,5,A,II,2024,1.0,Integralidad,84,63,80,90.0,77.5
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,3.0,Ciencias Naturales,80,80,91,94.0,83.60000000000001
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,3.0,Ciencias Sociales,85,86,89,91.0,86.69999999999999
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,5.0,Matemáticas,73,72,85,90.0,76.8
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,4.0,Lengua Castellana,75,74,85,95.0,78.7
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,4.0,Inglés,82,77,85,80.0,80.9
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,2.0,Creatividad e Innovación,90,89,93,95.0,90.80000000000001
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,90,91,90,87.0,90.0
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,3.0,Educación Física,91,89,90,89.0,90.0
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,2.0,Lectura Crítica,82,81,88,95.0,84.20000000000002
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,1.0,Artes,90,92,93,90.0,91.19999999999999
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,1.0,Robótica y TICS,87,83,90,100.0,87.7
Girardot,27b43a304080249969ba7537a9b9c1df5d512affbb5d2513957e4f8ddacca541,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,91,92,93,92.0,91.8
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,4.0,Ciencias Naturales,86,86,70,80.0,82.2
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,3.0,Ciencias Sociales,89,88,90,95.0,89.5
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,5.0,Matemáticas,90,90,80,78.0,86.8
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,3.0,Lengua Castellana,82,82,70,80.0,79.4
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,2.0,Lectura Crítica,82,82,70,70.0,78.4
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,4.0,English,76,73,78,80.0,75.9
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,3.0,Educación Física,83,82,91,90.0,85.0
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,1.0,Creatividad e innovación,87,86,80,82.0,84.80000000000001
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,86,82,92,95.0,86.9
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,1.0,Artes,92,92,92,94.0,92.20000000000002
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,1.0,Tecnologías Informáticas,71,75,80,85.0,75.4
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,5,A,II,2024,1.0,Integralidad,81,79,80,80.0,80.1
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,3.0,Ciencias Naturales,91,91,91,90.0,90.9
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,3.0,Ciencias Sociales,88,88,91,90.0,88.8
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,5.0,Matemáticas,87,87,90,90.0,87.9
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,4.0,Lengua Castellana,91,89,90,90.0,90.1
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,4.0,Inglés,84,84,85,85.0,84.3
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,2.0,Creatividad e Innovación,90,89,90,93.0,90.0
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,92,92,94,90.0,92.2
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,3.0,Educación Física,89,89,88,90.0,88.9
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,2.0,Lectura Crítica,91,91,90,90.0,90.7
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,1.0,Artes,92,94,93,93.0,92.89999999999999
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,1.0,Robótica y TICS,87,86,90,100.0,88.60000000000001
Girardot,f0e9c4c70ad0699675063944228abf97d34d3c4ae59d1715029e6de99667b098,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,92,92,92,92.0,92.00000000000001
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,3.0,Ciencias Naturales,75,76,90,90.0,79.8
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,3.0,Ciencias Sociales,85,84,94,93.0,87.3
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,5.0,Matemáticas,79,80,90,87.0,82.3
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,4.0,Lengua Castellana,83,83,90,88.0,84.89999999999999
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,4.0,Inglés,64,63,80,80.0,68.5
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,2.0,Creatividad e Innovación,92,93,90,90.0,91.7
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,4.0,Aprendizaje Basado en Proyectos,81,82,97,87.0,85.10000000000001
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,3.0,Educación Física,83,85,90,90.0,85.7
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,2.0,Lectura Crítica,86,88,89,90.0,87.6
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,1.0,Artes,91,91,90,95.0,91.2
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,1.0,Robótica y TICS,89,96,100,85.0,92.9
Girardot,3a0f2d8ff378cee084d5246d1bb2bdd5b97f03492209df2d07aacc6e65cb87fc,2,A,II,2023,1.0,Inteligencia emocional e Integralidad,89,89,85,85.0,87.8
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,3.0,Ciencias Naturales,90,90,90,85.0,89.5
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,4.0,Ciencias Sociales,89,89,90,91.0,89.39999999999999
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,5.0,Matemáticas,89,91,94,96.0,91.30000000000001
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,3.0,Lengua Castellana,83,83,80,87.0,82.8
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,2.0,Inglés,77,77,88,90.0,80.5
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,2.0,Creatividad e Innovación,81,82,80,83.0,81.3
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,4.0,Aprendizaje Basado en Proyectos,88,88,89,87.0,88.10000000000001
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,3.0,Educación Física,88,88,88,84.0,87.60000000000001
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,2.0,Lectura Crítica,82,83,86,86.0,83.5
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,1.0,Artes,87,88,89,89.0,87.9
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,1.0,Robótica y TICS,84,81,75,100.0,82.9
Girardot,34219c3aa4458b8d49c57f3970281acfa1e23bcbc1b745ee9924d1e9442bf2df,5,A,III,2023,1.0,Inteligencia emocional e Integralidad,89,88,90,89.0,88.9
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,3.0,Ciencias Naturales,78,78,90,90.0,81.6
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,3.0,Ciencias Sociales,80,79,90,96.0,83.30000000000001
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,5.0,Matemáticas,82,81,86,88.0,83.10000000000001
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,4.0,Lengua Castellana,86,86,80,85.0,84.7
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,4.0,Inglés,61,61,88,85.0,68.80000000000001
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,2.0,Creatividad e Innovación,82,81,85,85.0,82.60000000000001
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,90,91,90,91.0,90.39999999999999
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,3.0,Educación Física,92,92,90,90.0,91.4
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,2.0,Lectura Crítica,88,87,80,88.0,86.1
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,1.0,Artes,90,90,90,90.0,90.0
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,1.0,Robótica y TICS,89,82,90,100.0,88.2
Girardot,d6e8caa8a2ba67264a2479fb7ae47c254a6ed285b36c6663c2fa1b396a1cd661,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,94,90,90,90.0,91.6
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,3.0,Ciencias Naturales,81,85,96,90.0,86.1
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,4.0,Ciencias Sociales,80,82,90,93.0,83.89999999999999
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,6.0,Matemáticas,93,93,97,97.0,94.2
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,3.0,Lengua Castellana,94,92,95,95.0,93.7
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,4.0,Inglés,78,79,89,95.0,82.2
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,2.0,Innovación y Emprendimiento,92,94,96,95.0,93.7
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,7.0,Aprendizaje Basado en Investigación,89,91,87,85.0,88.80000000000001
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,3.0,Educación Física,87,84,80,82.0,84.2
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,2.0,Lectura Crítica,79,80,95,95.0,84.1
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,1.0,Artes,91,88,87,90.0,89.2
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,1.0,Robótica y TICS,74,74,70,90.0,74.8
Girardot,c77c785713f1ffa8eb35e3e615ca5588b05d8d4c0dee77281ca9e259ed4c3d06,7,A,II,2023,1.0,Inteligencia emocional e Integralidad,98,99,98,98.0,98.3
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,3.0,Ciencias Naturales,83,83,90,95.0,85.6
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,4.0,Ciencias Sociales,81,84,85,89.0,83.5
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,5.0,Matemáticas,76,76,86,90.0,79.4
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,3.0,Lengua Castellana,83,82,90,85.0,84.3
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,4.0,Inglés,85,85,90,80.0,85.5
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,2.0,Creatividad e Innovación,86,86,85,90.0,86.2
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,4.0,Aprendizaje Basado en Proyectos,86,87,80,89.0,85.4
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,3.0,Educación Física,90,89,80,82.0,86.9
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,2.0,Lectura Crítica,82,84,87,87.0,84.10000000000001
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,1.0,Artes,84,84,80,79.0,82.7
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,1.0,Robótica y TICS,80,91,75,80.0,82.3
Girardot,c33483883377f9fa410835155d574b19fc3c8ec8e6eadb88e56012e4808ee131,4,A,II,2023,1.0,Inteligencia emocional e Integralidad,92,92,85,85.0,89.9
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,3.0,Ciencias Naturales,90,90,96,90.0,91.2
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,4.0,Ciencias Sociales,79,80,87,89.0,81.9
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,5.0,Matemáticas,89,89,94,95.0,90.6
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,3.0,Lengua Castellana,77,76,90,90.0,80.6
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,2.0,Inglés,86,86,90,86.0,86.8
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,2.0,Creatividad e Innovación,92,92,95,95.0,92.9
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,4.0,Aprendizaje Basado en Proyectos,87,86,83,74.0,84.60000000000002
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,3.0,Educación Física,89,86,87,84.0,87.20000000000002
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,2.0,Lectura Crítica,87,88,88,89.0,87.70000000000002
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,1.0,Artes,86,86,80,83.0,84.5
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,1.0,Robótica y TICS,99,99,100,100.0,99.3
Girardot,712d3aed848d92e6b9cfe1a324a2eb1d7bcca1c07fb5114bfb82cf482df3b74f,5,A,II,2023,1.0,Inteligencia emocional e Integralidad,89,90,85,85.0,88.1
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,4.0,Ciencias Naturales,79,82,90,90.0,83.2
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,3.0,Ciencias Sociales,92,93,100,100.0,94.7
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,5.0,Matemáticas,88,88,90,95.0,89.1
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,3.0,Lengua Castellana,82,83,90,90.0,84.7
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,2.0,Lectura Crítica,90,92,90,90.0,90.6
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,4.0,English,74,74,95,97.0,80.5
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,3.0,Educación Física,93,93,93,95.0,93.19999999999999
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,1.0,Creatividad e innovación,99,95,94,100.0,96.89999999999999
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,2.0,Aprendizaje Basado en Proyectos,94,93,99,97.0,95.0
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,1.0,Artes,91,91,91,95.0,91.4
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,1.0,Tecnologías Informáticas,100,100,100,100.0,100.0
Girardot,72061b238388c315571c86c97025a3b7f3a56f050cc200285c13795079200436,2,A,I,2024,1.0,Integralidad,99,99,96,100.0,98.5
Girardot,2c0916e3c4d777fde86c57dedebb425849af2f05102e1975f527f06e2285bdcd,6,A,II,2024,4.0,Ciencias Naturales,85,89,85,100.0,87.7
Girardot,2c0916e3c4d777fde86c57dedebb425849af2f05102e1975f527f06e2285bdcd,6,A,II,2024,4.0,Ciencias Sociales,88,87,90,90.0,88.3
Girardot,2c0916e3c4d777fde86c57dedebb425849af2f05102e1975f527f06e2285bdcd,6,A,II,2024,6.0,Matemáticas,82,83,95,95.0,86.2
Girardot,2c0916e3c4d777fde86c57dedebb425849af2f05102e1975f527f06e2285bdcd,6,A,II,2024,3.0,Lengua Castellana,86,86,85,85.0,85.7
