Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,3.0,Lengua Castellana,86,87,90,93.0,87.8
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,2.0,Lectura Crítica,89,89,90,93.0,89.6
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,4.0,English,84,84,93,92.0,86.60000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,3.0,Educación Física,95,94,97,100.0,95.60000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,1.0,Creatividad e innovación,91,91,95,95.0,92.2
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,2.0,Aprendizaje Basado en Proyectos,80,85,98,98.0,86.89999999999999
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,1.0,Artes,99,95,95,95.0,96.6
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,1.0,Tecnologías Informáticas,91,96,100,100.0,95.19999999999999
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,1.0,Integralidad,89,98,97,97.0,94.10000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,4.0,Ciencias Naturales,74,77,100,100.0,82.7
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,4.0,Ciencias Sociales,85,84,85,88.0,85.0
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,6.0,Matemáticas,87,87,90,90.0,87.9
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,3.0,Lengua Castellana,89,89,87,88.0,88.5
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,2.0,Lectura Crítica,86,86,87,87.0,86.30000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,4.0,English,88,88,90,96.0,89.19999999999999
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,3.0,Educación Física,93,92,91,95.0,92.5
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,1.0,Innovación y Emprendimiento,90,90,90,89.0,89.9
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,91,90,90.0,90.7
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,1.0,Artes,91,91,92,97.0,91.80000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,1.0,Tecnologías Informáticas,85,99,75,100.0,88.7
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,7,A,I,2024,1.0,Integralidad,95,92,95,95.0,94.1
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,3.0,Ciencias Naturales,83,84,90,86.0,85.0
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,3.0,Ciencias Sociales,83,86,94,91.0,86.89999999999999
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,5.0,Matemáticas,78,80,87,90.0,81.60000000000001
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,4.0,Lengua Castellana,81,78,90,90.0,82.8
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,4.0,Inglés,79,78,88,88.0,81.39999999999999
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,2.0,Creatividad e Innovación,92,93,95,97.0,93.4
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,91,93,91,96.0,92.1
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,3.0,Educación Física,92,91,90,94.0,91.50000000000001
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,2.0,Lectura Crítica,80,80,90,93.0,83.3
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,1.0,Artes,91,94,96,92.0,93.0
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,1.0,Robótica y TICS,93,90,100,95.0,93.7
Girardot,456d5c62a8870bfcca74aad6d48b9f281178674fe2a1d04c94b9b5241f7bc0df,3,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,90,93,93.0,90.89999999999999
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,3.0,Ciencias Naturales,75,75,85,90.0,78.5
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,4.0,Ciencias Sociales,81,83,88,89.0,83.80000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,6.0,Matemáticas,82,83,95,95.0,86.2
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,3.0,Lengua Castellana,92,92,95,95.0,92.9
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,4.0,Inglés,85,89,92,88.0,87.9
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,2.0,Innovación y Emprendimiento,91,91,95,95.0,92.2
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,7.0,Aprendizaje Basado en Investigación,89,90,88,87.0,88.9
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,3.0,Educación Física,91,90,95,92.0,91.60000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,2.0,Lectura Crítica,84,85,88,89.0,85.60000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,1.0,Artes,36,36,30,90.0,40.2
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,1.0,Robótica y TICS,85,88,80,90.0,85.4
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,II,2023,1.0,Inteligencia emocional e Integralidad,95,95,95,95.0,95.0
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,4.0,Ciencias Naturales,79,84,100,100.0,86.8
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,3.0,Ciencias Sociales,94,94,100,100.0,95.8
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,5.0,Matemáticas,79,79,90,90.0,82.3
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,3.0,Lengua Castellana,91,91,90,90.0,90.7
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,2.0,Lectura Crítica,85,85,90,90.0,86.5
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,4.0,English,76,74,96,100.0,81.80000000000001
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,3.0,Educación Física,95,93,96,100.0,95.10000000000001
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,1.0,Creatividad e innovación,93,91,100,98.0,94.3
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,2.0,Aprendizaje Basado en Proyectos,95,93,99,100.0,95.7
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,1.0,Artes,97,95,95,100.0,96.30000000000001
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,1.0,Tecnologías Informáticas,100,100,100,100.0,100.0
Girardot,d3d5eed521212f44042fb422767c3d17bc134e01c0043e92ec909d6aceecf990,2,A,II,2024,1.0,Integralidad,100,96,100,100.0,98.8
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,3.0,Ciencias Naturales,82,84,85,80.0,83.0
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,4.0,Ciencias Sociales,90,92,93,92.0,91.39999999999999
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,6.0,Matemáticas,88,97,90,85.0,90.8
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,3.0,Lengua Castellana,74,81,80,80.0,77.9
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,4.0,Inglés,89,88,85,85.0,87.5
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,2.0,Innovación y Emprendimiento,92,93,94,94.0,92.9
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,89,89,90,90.0,89.3
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,3.0,Educación Física,92,92,85,90.0,90.4
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,2.0,Lectura Crítica,83,82,80,80.0,81.8
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,1.0,Artes,92,94,90,90.0,92.0
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,1.0,Robótica y TICS,81,84,80,90.0,82.6
Girardot,3a5f400b325e3681c3b6fb9f6884762d53e72f0ce9a88cd9aab8b254fbeabf0c,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,87,80,80.0,86.1
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,3.0,Ciencias Naturales,82,80,90,90.0,83.80000000000001
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,4.0,Ciencias Sociales,76,71,90,91.0,78.8
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,5.0,Matemáticas,67,67,87,86.0,72.89999999999999
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,3.0,Lengua Castellana,67,67,85,80.0,71.9
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,2.0,Inglés,66,67,85,80.0,71.5
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,2.0,Creatividad e Innovación,83,83,88,87.0,84.4
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,4.0,Aprendizaje Basado en Proyectos,89,89,87,90.0,88.7
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,3.0,Educación Física,68,67,86,85.0,73.0
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,2.0,Lectura Crítica,69,69,86,90.0,74.5
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,1.0,Artes,81,86,88,88.0,84.60000000000001
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,1.0,Robótica y TICS,88,81,98,100.0,89.1
Girardot,42f9ed2cafa7e3ae368bbd63d32cd1632def9863ae71b28085d09c550f2e7699,5,A,I,2023,1.0,Inteligencia emocional e Integralidad,91,90,89,93.0,90.5
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,3.0,Ciencias Naturales,88,87,95,89.0,89.2
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,3.0,Ciencias Sociales,82,84,85,88.0,83.8
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,5.0,Matemáticas,94,94,91,91.0,93.1
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,4.0,Lengua Castellana,85,84,90,90.0,86.2
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,4.0,Inglés,81,82,90,90.0,84.0
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,2.0,Creatividad e Innovación,91,91,96,96.0,92.5
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,4.0,Aprendizaje Basado en Proyectos,93,93,96,90.0,93.3
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,3.0,Educación Física,91,90,98,80.0,91.0
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,2.0,Lectura Crítica,86,87,90,90.0,87.5
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,1.0,Artes,90,90,91,89.0,90.10000000000001
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,1.0,Robótica y TICS,92,96,100,100.0,95.6
Girardot,3b4949cfa30536b83cc9777d69c74c3f278b8cf42ab4ba2c78dfc1e3f552dbe1,3,A,III,2023,1.0,Inteligencia emocional e Integralidad,89,90,91,91.0,89.89999999999999
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,3.0,Ciencias Naturales,83,81,88,90.0,84.1
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,4.0,Ciencias Sociales,84,78,88,90.0,83.6
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,5.0,Matemáticas,86,87,93,95.0,88.6
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,3.0,Lengua Castellana,86,86,85,85.0,85.7
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,2.0,Inglés,86,83,86,90.0,85.5
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,2.0,Creatividad e Innovación,84,84,85,85.0,84.3
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,88,88,90,90.0,88.6
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,3.0,Educación Física,92,91,93,92.0,91.90000000000002
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,2.0,Lectura Crítica,86,86,85,85.0,85.7
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,1.0,Artes,88,93,89,93.0,90.2
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,1.0,Robótica y TICS,91,97,100,90.0,94.5
Girardot,39fbbd2a4796462f0eb69ed18f64a48be533c08016e1e4b8a33943af652898a5,5,A,IV,2023,1.0,Inteligencia emocional e Integralidad,88,89,92,90.0,89.30000000000001
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,4.0,Ciencias Naturales,60,60,90,80.0,68.0
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,3.0,Ciencias Sociales,88,88,90,90.0,88.6
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,5.0,Matemáticas,70,71,95,95.0,77.8
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,3.0,Lengua Castellana,68,68,85,85.0,73.1
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,2.0,Lectura Crítica,74,74,87,87.0,77.9
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,4.0,English,59,49,70,75.0,59.8
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,3.0,Educación Física,72,72,89,90.0,77.2
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,1.0,Creatividad e innovación,92,90,90,95.0,91.30000000000001
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,2.0,Aprendizaje Basado en Proyectos,84,84,76,84.0,82.4
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,1.0,Artes,62,62,50,90.0,62.4
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,1.0,Tecnologías Informáticas,79,75,90,100.0,82.1
Girardot,9012b1f8c2c12f094dff961c90728069e625375daa5585da548c09d90e9fcd48,5,A,I,2024,1.0,Integralidad,74,48,77,80.0,67.4
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,4.0,Ciencias Naturales,87,87,96,97.0,89.80000000000001
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,3.0,Ciencias Sociales,94,92,90,90.0,92.2
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,5.0,Matemáticas,80,80,90,97.0,83.7
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,3.0,Lengua Castellana,92,92,90,97.0,92.10000000000001
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,2.0,Lectura Crítica,84,84,90,90.0,85.8
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,4.0,English,81,79,95,98.0,84.89999999999999
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,3.0,Educación Física,93,92,93,95.0,92.9
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,1.0,Creatividad e innovación,93,90,95,95.0,92.7
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,2.0,Aprendizaje Basado en Proyectos,91,91,82,85.0,88.60000000000001
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,1.0,Artes,96,96,95,100.0,96.2
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,1.0,Tecnologías Informáticas,93,93,100,100.0,95.1
Girardot,183072afdc1361db767e01d2d722ddbdf2a27f1398bd0969fd618e00e3a47086,1,A,I,2024,1.0,Integralidad,97,97,97,100.0,97.30000000000001
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,3.0,Ciencias Naturales,61,68,80,80.0,68.8
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,4.0,Ciencias Sociales,66,67,85,85.0,72.0
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,5.0,Matemáticas,79,80,86,85.0,81.3
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,3.0,Lengua Castellana,62,60,70,80.0,64.8
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,2.0,Inglés,59,62,70,75.0,63.7
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,2.0,Creatividad e Innovación,87,87,85,80.0,85.9
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,4.0,Aprendizaje Basado en Proyectos,77,78,74,62.0,75.2
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,3.0,Educación Física,84,83,80,80.0,82.5
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,2.0,Lectura Crítica,83,84,85,86.0,84.0
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,1.0,Artes,45,45,70,80.0,53.5
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,1.0,Robótica y TICS,73,66,80,100.0,75.0
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,5,A,II,2023,1.0,Inteligencia emocional e Integralidad,87,89,80,80.0,85.5
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,3.0,Ciencias Naturales,83,84,84,89.0,84.10000000000001
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,3.0,Ciencias Sociales,84,84,89,90.0,85.6
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,5.0,Matemáticas,80,80,89,90.0,82.8
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,4.0,Lengua Castellana,76,72,87,90.0,78.4
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,4.0,Inglés,92,90,90,88.0,90.60000000000001
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,2.0,Creatividad e Innovación,83,85,90,92.0,85.9
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,83,85,82,83.0,83.4
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,3.0,Educación Física,91,91,91,95.0,91.4
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,2.0,Lectura Crítica,84,83,90,90.0,85.5
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,1.0,Artes,89,89,90,91.0,89.39999999999999
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,1.0,Robótica y TICS,90,85,100,95.0,91.0
Girardot,63126c65cc255fbc06016f597fa7087052bf9f6e06f79f9e3185360d672b81a7,3,A,IV,2023,1.0,Inteligencia emocional e Integralidad,88,87,89,93.0,88.39999999999999
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,4.0,Ciencias Naturales,86,86,95,95.0,88.7
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,3.0,Ciencias Sociales,94,92,90,90.0,92.2
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,5.0,Matemáticas,79,80,90,95.0,83.1
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,3.0,Lengua Castellana,86,84,90,90.0,86.6
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,2.0,Lectura Crítica,84,84,90,90.0,85.8
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,4.0,English,75,72,90,90.0,78.6
Girardot,35f47c0f2e619674d335fbefcdcecb57e7bd341da4736403ec50f4c5f0778f39,1,A,I,2024,3.0,Educación Física,92,92,94,93.0,92.5
